ligand,receptor,source,target,label
LAMA3,RAMP1,Q16787,O60894,0
CP,NCAM1,P00450,P13591,0
CXCL5,FZD7_LRP5,P42830,O75084_O75197,0
LAMB3,F2RL2,Q13751,O00254,0
NLGN3,ITGA2_ITGB1,Q9NZ94,P17301_P05556,0
CALM3,EPHB2,P0DP25,P29323,0
CCL20,HLA-C,P78556,P10321,0
SLC6A4_TPH1,ACVR1,COMPLEX:P17752_P31645,Q04771,0
IL24,AQP1,Q13007,P29972,0
IGF2,FGFRL1,P01344,Q8N441,0
CGA_CGB8,GRM3,COMPLEX:P01215_P0DN86,Q14832,0
SCGB3A1,LRP8,Q96QR1,Q14114,0
XCL1,CD79A,P47992,P11912,0
ARF1,NPR1,P84077,P16066,0
XCL2,THRA,Q9UBD3,P10827,0
COL5A3,NPBWR2,P25940,P48146,0
APOA2,FZD8,P02652,Q9H461,0
MICB,FLT1_KDR,Q29980,P17948_P35968,0
SLIT2,A0A6I8PL36,O94813,A0A6I8PL36,0
PPBP,IL10RA,P02775,Q13651,0
ARF4,GP6,P18085,Q9HCN6,0
CCL4,CNR1,P13236,P21554,0
APOA4,CNTNAP1,P06727,P78357,0
SLITRK3,IL15RA,O94933,Q13261,0
CRLF2,ACKR1,Q9HC73,Q16570,0
APCDD1,CHRNA4_CHRNB2,Q8J025,P43681_P17787,0
APP,PTGER3,P05067,P43115,0
GHRL,HLA-C,Q9UBU3,P10321,0
WNT11,NPY1R,O96014,P25929,0
ITGAX_ITGB2,SHANK1,COMPLEX:P05107_P20702,Q9Y566,0
HLA-DQB1,DRD4,P01920,P21917,0
PTPRF,GNRHR2,P10586,Q96P88,0
OLFM2,TGFB3,O95897,P10600,0
GNB3,IL21R,P16520,Q9HBE5,0
GUCA2A,GLP1R,Q02747,P43220,0
WNT1,ACVR1B_BMPR1B_BMPR2,P04628,P36896_O00238_Q13873,0
GLS2_SLC1A1,GABRA1_GABRB2_GABRG2,COMPLEX:P43005_Q9UI32,NA_NA_NA,0
RSPO4,ACVR2B_TGFBR1,Q2I0M5,Q13705_P36897,0
CD36,EZR_L1CAM,P16671,NA_P32004,0
WNT9B,NPFFR2,O14905,Q9Y5X5,0
HLA-DPB1,ITGA10,P04440,O75578,0
CUBN,NRCAM,O60494,Q92823,0
LPA,DRD5,P08519,P21918,0
OSTN,DRD4,P61366,P21917,0
IGFBP4,ITGAM_ITGB2,P22692,P11215_P05107,0
PROC,KREMEN2,P04070,Q8NCW0,0
MFNG,TLR1,O00587,Q15399,0
CALM1,ITGB4,P0DP23,P16144,0
ENG,B2M,P17813,P61769,0
GAD2_SLC6A12,PTGER1,COMPLEX:P48065_Q05329,P34995,0
EDN2,RHAG,P20800,Q02094,0
APOC2,SSTR1,P02655,P30872,0
PTN,ITGAM_ITGB2,P21246,P11215_P05107,0
LEFTY2,LPAR4,O00292,Q99677,0
CRP,TGFB1,P02741,P01137,0
PRLH,CCR2,P81277,P41597,0
HLA-DPA1,ITGAD,P20036,Q13349,0
B4DXG7,PLXNB2,B4DXG7,O15031,0
LRIG1,CNTN2,Q96JA1,Q02246,0
GDF11,DDR2,O95390,Q16832,0
LAMB3,KIDINS220,Q13751,Q9ULH0,0
TGFB3,OGFR,P10600,Q9NZT2,0
GDF2,EGFR,Q9UK05,P00533,0
DUSP18,ATP1A3,Q8NEJ0,P13637,0
IRAK4,HFE,Q9NWZ3,Q30201,0
LEFTY2,GRM1,O00292,Q13255,0
GDF9,PTPRF,O60383,P10586,0
LAMC3,IFNAR1_IFNAR2,Q9Y6N6,P17181_P48551,0
FGF18,KCNA3,O76093,P22001,0
SLIT2,ACVR1_ACVR2B,O94813,Q04771_Q13705,0
HLA-A,MTNR1A,P04439,P48039,0
CORT,NR1H4,O00230,Q96RI1,0
SLIT1,FZD9_LRP5,O75093,O00144_O75197,0
ROR2,PTGDR,Q01974,Q13258,0
CYP11B2,HFE,COMPLEX:P19099,Q30201,0
SHH,FCER1A,Q15465,P12319,0
GAD1_SLC6A6,KCNQ1,COMPLEX:P31641_Q99259,P51787,0
GDF15,CATSPER3_CATSPERD,Q99988,NA_NA,0
COL9A1,CLEC2B,P20849,Q92478,0
HEBP1,NPTN,Q9NRV9,Q9Y639,0
CCL4L1,ERBB2_ERBB4,Q8NHW4,P04626_Q15303,0
FGF1,ACVR2A_TGFBR1,P05230,P27037_P36897,0
LAMA1,CYSLTR2,P25391,Q9NS75,0
FGB,PLD2,P02675,O14939,0
FGF5,SDC1,P12034,P18827,0
DBH_SLC6A2,TMPRSS6,COMPLEX:P09172_P23975,Q8IU80,0
VEGFA,GFRA3_RET,P15692,O60609_P07949,0
CFH,ADGRG6,P08603,Q86SQ4,0
BMP15_GDF2,ITGA7,COMPLEX:O95972_Q9UK05,Q13683,0
SPINK1,KLRD1,P00995,Q13241,0
GAS6,ITGA2B,Q14393,P08514,0
PCSK9,NMUR2,Q8NBP7,Q9GZQ4,0
COL18A1,NODAL,P39060,Q96S42,0
FCN2,ICAM1,Q15485,P05362,0
CORT,IL21R_IL2RG,O00230,Q9HBE5_P31785,0
MIF,B2M,P14174,P61769,0
COL1A2,CD40,P08123,P25942,0
IFNE,RTN4RL1,Q86WN2,Q86UN2,0
RTN4,S1PR3,Q9NQC3,Q99500,0
LUM,LYVE1,P51884,Q9Y5Y7,0
FGF18,KCNQ5,O76093,Q9NR82,0
COL4A1,FSHR,P02462,P23945,0
ULBP2,FGFR1,Q9BZM5,P11362,0
CHRM3,ACVR1C_ACVR2B_CRIPTO,P20309,Q8NER5_Q13705_P13385,0
PLXNB1,BOC_PTCH2,O43157,Q9BWV1_Q9Y6C5,0
CXCL1,SCN4A,P09341,P35499,0
LTF,B2M_FCGRT,P02788,P61769_NA,0
CNTN2,LGR5,Q02246,O75473,0
A0A0C4DG17,IL22RA2,A0A0C4DG17,Q969J5,0
LAMB2,ITGA2,P55268,P17301,0
NSMF,CD27,Q6X4W1,P26842,0
SLC6A4_TPH2,NCAM2,COMPLEX:P31645_Q8IWU9,O15394,0
FLRT1,ADCY9,Q9NZU1,O60503,0
SELPLG,CSF2RB_IL3RA,Q14242,P32927_P26951,0
CDH6,MAG,P55285,P20916,0
SULT1A1,MC1R,COMPLEX:P50225,Q01726,0
CHAT,DRD4,COMPLEX:P28329,P21917,0
IL9,CAV1,P15248,Q03135,0
NPW,GPR135,Q8N729,Q8IZ08,0
AKR1B1,ACVR2A_BMPR1B,COMPLEX:P15121,P27037_O00238,0
LRRTM4,SDC1,Q86VH4,P18827,0
GAD1_SLC6A12,GRIA2,COMPLEX:P48065_Q99259,P42262,0
CALCA,DCC,P06881,P43146,0
CXCL14,ASGR1,O95715,P07306,0
KL,ENTPD1,Q9UEF7,P49961,0
LAMB3,TNFRSF19,Q13751,Q9NS68,0
RBP3,GHRL,P10745,Q9UBU3,0
EFNA5,CHRNA3_CHRNB4,P52803,P32297_P30926,0
POMC,FZD6_LRP5,P01189,O60353_O75197,0
GLS2_SLC1A1,LEPR,COMPLEX:P43005_Q9UI32,P48357,0
SPN,VCAM1,P16150,P19320,0
YARS1,SDC2,P54577,P34741,0
NRG1,ITGAV_ITGB3,Q02297,P06756_P05106,0
COL1A2,SORT1,P08123,Q99523,0
APOB,ACVR2B_TGFBR1,P04114,Q13705_P36897,0
PTH,LGR4,P01270,Q9BXB1,0
VIM,SDC2,P08670,P34741,0
CCL18,GABRA4_GABRB3_GABRG2,P55774,NA_NA_NA,0
IFNL2,ITGAV_ITGB3,Q8IZJ0,P06756_P05106,0
HBEGF,ACVR2B_BMPR1B,Q99075,Q13705_O00238,0
PSPN,HMMR,O60542,O75330,0
IFNL3,SDC2,Q8IZI9,P34741,0
COL8A1,TGFBR3,P27658,Q03167,0
APCDD1,GABBR2,Q8J025,O75899,0
HLA-DMA,PTPRF,P28067,P10586,0
FMOD,KIR2DL5A,Q06828,Q8N109,0
F8WCM8,ERBB2,F8WCM8,P04626,0
LRP2,ACVR1C_ACVR2B_CFC1,P98164,Q8NER5_Q13705_P0CG37,0
SYTL3,KIR3DL1,Q4VX76,P43629,0
CCL1,KCND1,P22362,Q9NSA2,0
COL7A1,NTRK1,Q02388,P04629,0
ADCYAP1,S1PR5,P18509,Q9H228,0
FGF2,CALCR_RAMP1,P09038,P30988_O60894,0
PNMT_SLC18A2,CDH5,COMPLEX:P11086_Q05940,P33151,0
GLS_SLC1A7,NPY1R,COMPLEX:O00341_O94925,P25929,0
BST2,PROKR1,Q10589,Q8TCW9,0
PNMT_SLC18A2,CNTN2,COMPLEX:P11086_Q05940,Q02246,0
ANGPTL4,ACVR1C_ACVR2B_CFC1,Q9BY76,Q8NER5_Q13705_P0CG37,0
TNFRSF14,CNTN2_CNTNAP2,Q92956,Q02246_Q9UHC6,0
ICAM1,KLRC1,P05362,P26715,0
ANGPTL4,A0A0C4DG17,Q9BY76,A0A0C4DG17,0
FRAS1_FREM2_NPNT,P2RY12,COMPLEX:Q5SZK8_Q6UXI9_Q86XX4,Q9H244,0
GLS_SLC17A7,CCRL2,COMPLEX:O94925_Q9P2U7,O00421,0
MUC7,IL1RL1,Q8TAX7,Q01638,0
LGALS9,SMO,O00182,Q99835,0
NRP2,SIRPA,O60462,P78324,0
CRIPTO,ADRA2A,P13385,P08913,0
NGFR,EFNB1,P08138,P98172,0
EPHA1,LILRB2,P21709,Q8N423,0
TNFRSF11B,WNT1,O00300,P04628,0
TIMP1,H3BM21,P01033,H3BM21,0
CGA_CGB7,SIRPA,COMPLEX:P01215_P0DN87,P78324,0
COL6A2,DDR2,P12110,Q16832,0
CCL1,CD34,P22362,P28906,0
HLA-DPA1,A0A0C4DG17,P20036,A0A0C4DG17,0
ADAM2,TNFRSF10B,Q99965,O14763,0
MELTF,KLRC2_KLRD1,P08582,P26717_Q13241,0
LTB,AVPR1A,Q06643,P37288,0
MADCAM1,HTR1F,Q13477,P30939,0
FGF3,ROR2,P11487,Q01974,0
ANKRD13C-DT,GRM4,Q9XRX5,Q14833,0
GLS2_SLC17A8,PLPP6,COMPLEX:Q8NDX2_Q9UI32,Q8IY26,0
EBI3_IL27,MRC2,COMPLEX:Q14213_Q8NEV9,Q9UBG0,0
APOB,F2RL1,P04114,P55085,0
TBXAS1,PTH2R,COMPLEX:P24557,P49190,0
B4DFI2,FZD7_LRP5,B4DFI2,O75084_O75197,0
ARPC5,FZD10_LRP5,O15511,Q9ULW2_O75197,0
NRP2,GPC4,O60462,O75487,0
PRSS23,OLR1,O95084,P78380,0
IFNG,MCHR1,P01579,Q99705,0
PSEN1,TLR9,P49768,Q9NR96,0
GC,FZD10_LRP6,P02774,Q9ULW2_O75581,0
CALM1,ADRA2C,P0DP23,P18825,0
COL7A1,TBXA2R,Q02388,P21731,0
COL18A1,CTLA4,P39060,P16410,0
NPW,IL1R2,Q8N729,P27930,0
FGB,LRP8,P02675,Q14114,0
EPGN,ACVR1_AMHR2,Q6UW88,Q04771_Q16671,0
CXCL14,GRM7,O95715,Q14831,0
MADCAM1,KCNQ1,Q13477,P51787,0
TIMP2,FZD6,P16035,O60353,0
C5,NPY5R,P01031,Q15761,0
LY6G5C,ADGRB2,Q5SRR4,O60241,0
LRPAP1,A0A6I8PL36,P30533,A0A6I8PL36,0
ADM2,WNT9A,Q7Z4H4,O14904,0
AVP,IFITM3,P01185,Q01628,0
LEFTY1,SCN5A,O75610,Q14524,0
CD34,FCER1A,P28906,P12319,0
COL5A3,NECTIN1,P25940,Q15223,0
ADAM12,GHSR,O43184,Q92847,0
YARS1,AVPR2,P54577,P30518,0
SLC18A1_TPH2,DDR1,COMPLEX:P54219_Q8IWU9,Q08345,0
NECTIN3,IL22RA1,Q9NQS3,Q8N6P7,0
LRP1B,KCNQ3,Q9NZR2,O43525,0
UBASH3B,GABRA1_GABRB3,COMPLEX:Q8TF42,NA_NA,0
F10,ACVR2A_ACVRL1,P00742,P27037_P37023,0
ADAM9,EDNRA,Q13443,P25101,0
COL4A1,GPR162,P02462,Q16538,0
ANXA1,NEO1,P04083,Q92859,0
HP,ITGA11_ITGB1,P00738,Q9UKX5_P05556,0
CD34,ACVR1_ACVR2B,P28906,Q04771_Q13705,0
ADIPOQ,CHRNA1,Q15848,P02708,0
FLRT1,CRABP2_RARG,Q9NZU1,NA_NA,0
CGA,COL17A1,P01215,Q9UMD9,0
WNT10B,NRP1_PLXNA3,O00744,O14786_P51805,0
HHIP,IL17RC,Q96QV1,Q8NAC3,0
C4BPA,INSR,P04003,P06213,0
GLS2_SLC1A1,TACR3,COMPLEX:P43005_Q9UI32,P29371,0
HLA-DQA2,ATP1A3,P01906,P13637,0
IL1RN,FZD10,P18510,Q9ULW2,0
SELPLG,FZD4_LRP6,Q14242,Q9ULV1_O75581,0
NRG2,C5AR1,O14511,P21730,0
EFNB3,FZD9,Q15768,O00144,0
VIM,ACVR2A_ACVRL1,P08670,P27037_P37023,0
B2M,EPGN,P61769,Q6UW88,0
CXCL1,PDE1B,P09341,Q01064,0
CRH,SORT1,P06850,Q99523,0
ARTN,HTR3A_HTR3B_HTR3C_HTR3D,Q5T4W7,P46098_O95264_Q8WXA8_Q70Z44,0
NTF4,LILRA3,P34130,Q8N6C8,0
SEMA6D,OGFR,Q8NFY4,Q9NZT2,0
OBP2A,ACVR1B_BMPR2,Q9NY56,P36896_Q13873,0
EPHA1,HLA-A,P21709,P04439,0
F2,CHRM1,P00734,P11229,0
C3,FAP,P01024,Q12884,0
S100A8,IFNA2_IFNAR1_IFNAR2,P05109,P01563_P17181_P48551,0
NTNG1,PTGFR,Q9Y2I2,P43088,0
SEMA4B,CLDN3,Q9NPR2,O15551,0
NODAL,LRP6,Q96S42,O75581,0
ANGPT2,GRIN1_GRIN2D,O15123,NA_O15399,0
MFAP5,ITGA10,Q13361,O75578,0
CYP11A1,OSMR,COMPLEX:P05108,Q99650,0
CCL25,DRD4,O15444,P21917,0
PLXNB2,IL20RB,O15031,Q6UXL0,0
CD40LG,CATSPER3_CATSPERB,P29965,NA_NA,0
GPC3,IL13_IL13RA1_IL4R,P51654,P35225_P78552_P24394,0
SEMA3D,CD96,O95025,P40200,0
PTDSS1,FZD10,P48651,Q9ULW2,0
IL16,IL6ST_LIFR,Q14005,P40189_P42702,0
LAMA2,GABBR1,P24043,Q9UBS5,0
CCN2,VIPR2,P29279,P41587,0
RELN,LYVE1,P78509,Q9Y5Y7,0
AMELX,CRHR2,Q99217,Q13324,0
APOB,CD48,P04114,P09326,0
DLK1,CD3G,P80370,P09693,0
SEMA6D,LYVE1,Q8NFY4,Q9Y5Y7,0
LRPAP1,VSIR,P30533,Q9H7M9,0
MFGE8,EPOR,Q08431,P19235,0
AFDN,OR1E1,P55196,P30953,0
SEMA3E,EFNB2,O15041,P52799,0
CCL22,GRIK3,O00626,Q13003,0
IFNW1,GPR162,P05000,Q16538,0
SPP1,ADGRB1,P10451,O14514,0
NT5E_SLC29A3,ADGRB1,COMPLEX:P21589_Q9BZD2,O14514,0
FN1,GP6,P02751,Q9HCN6,0
SEMA4C,BOC_PTCH2,Q9C0C4,Q9BWV1_Q9Y6C5,0
GRM5,PDE1A,P41594,P54750,0
HLA-DPA1,RAMP2,P20036,O60895,0
GAL,KCNJ15,P22466,Q99712,0
SCT,PDE1C,P09683,Q14123,0
WNT7A,PTPRG,O00755,P23470,0
CDH5,CALCRL_RAMP2,P33151,Q16602_O60895,0
IL1RN,WNT9A,P18510,O14904,0
SHH,FZD4_LRP6,Q15465,Q9ULV1_O75581,0
RELN,RYK,P78509,P34925,0
CLEC11A,IL1B_IL1R1_IL1RAP,Q9Y240,P01584_P14778_Q9NPH3,0
LPL,CNTN1_CNTNAP1,P06858,Q12860_P78357,0
CYP19A1,IFNAR1,COMPLEX:P11511,P17181,0
MMP13,DOK7_MUSK,P45452,NA_O15146,0
SEMA6D,IL11RA,Q8NFY4,Q14626,0
TGFB2,FZD9,P61812,O00144,0
SPTBN2,GLP1R,O15020,P43220,0
GAD2_SLC6A8,GAS1_PTCH2,COMPLEX:P48029_Q05329,P54826_Q9Y6C5,0
APOA2,RPSA,P02652,P08865,0
PMCH,PTPRG,P20382,P23470,0
FST,GP1BA_GP1BB,P19883,P07359_P13224,0
PIP,RPSA,P12273,P08865,0
GDF9,LEPR,O60383,P48357,0
IFNA17,NPY5R,P01571,Q15761,0
NPW,CATSPER2_CATSPERB,Q8N729,NA_NA,0
LPA,IFNLR1,P08519,Q8IU57,0
RNF43,AMHR2_BMPR1A,Q68DV7,Q16671_P36894,0
THBS3,IL1R1_IL1RAP,P49746,P14778_Q9NPH3,0
HLA-DMA,ALK,P28067,Q9UM73,0
NTN1,ADGRB1,O95631,O14514,0
BMP2,TNFRSF1A,P12643,P19438,0
CXCL9,PLAUR,Q07325,Q03405,0
CDNF,CCR3,Q49AH0,P51677,0
JAG2,F3,Q9Y219,P13726,0
AMH,TGFBR3,P03971,Q03167,0
WNT6,DOK7_MUSK,Q9Y6F9,NA_O15146,0
ADCY1,CD8A_CD8B,Q08828,P01732_P10966,0
CCN1,C5AR2,O00622,Q9P296,0
DHCR7,ADRA1B,COMPLEX:Q9UBM7,P35368,0
FGF8,EGF,P55075,P01133,0
CD226,CD96,Q15762,P40200,0
LGALS9,GRIK1,O00182,P39086,0
EPHB1,CD177,P54762,Q8N6Q3,0
GLS2_SLC1A3,INHBC,COMPLEX:P43003_Q9UI32,P55103,0
SERPINC1,IFITM1,P01008,P13164,0
GPC6,C5AR2,Q9Y625,Q9P296,0
PTHLH,CADM3,P12272,Q8N126,0
SEMA3D,ITGAV_ITGB8,O95025,P06756_P26012,0
LUM,GRIN1_GRIN2C,P51884,NA_Q14957,0
SEMA3G,FGFR2,Q9NS98,P21802,0
IGF2,CALCR_RAMP3,P01344,P30988_O60896,0
CDH6,KDR,P55285,P35968,0
CCL3L1,HTR1A,P16619,P08908,0
GDF1,TLR1,P27539,Q15399,0
EREG,CHRNA4,O14944,P43681,0
CCL17,GRIK2,Q92583,Q13002,0
INHA_INHBA,CD8A_CD8B,COMPLEX:P05111_P08476,P01732_P10966,0
NECTIN2,BMP8A,Q92692,Q7Z5Y6,0
KL,ADORA1,Q9UEF7,P30542,0
LEAP2,PLXNB3,Q969E1,Q9ULL4,0
IL10,NCR3,P22301,O14931,0
GAD1_SLC6A8,GRIK1_GRIK4,COMPLEX:P48029_Q99259,P39086_NA,0
INHBB,BAMBI,P09529,Q13145,0
BMP7,EFNA4,P18075,P52798,0
SELL,FGFRL1,P14151,Q8N441,0
SCT,ITGA11,P09683,Q9UKX5,0
NAT10,CHRNA2_CHRNB3,Q9H0A0,Q15822_Q05901,0
TNFSF14,ENG,O43557,P17813,0
THBS1,GRIK3_GRIK4,P07996,Q13003_NA,0
PTPRF,VDR,P10586,P11473,0
IFNW1,TGFB3,P05000,P10600,0
DRAXIN,GALR1,Q8NBI3,P47211,0
HSPA8,OPRL1,P11142,P41146,0
HRAS,IL17RB,P01112,Q9NRM6,0
SEMA6A,IL13RA1_IL4R,Q9H2E6,P78552_P24394,0
RBP3,CD40,P10745,P25942,0
TGFB1,GABRA3_GABRB3_GABRQ,P01137,NA_NA_NA,0
PDLIM3,TIGIT,Q53GG5,Q495A1,0
TIMP1,CD180,P01033,Q99467,0
SLIT2,LGR6,O94813,Q9HBX8,0
SAA1,ADRA2C,P0DJI8,P18825,0
LHB,LRP2,P01229,P98164,0
SELE,LY6G6C,P16581,O95867,0
NAT10,BDKRB2,Q9H0A0,P30411,0
ENG,FZD2_LRP6,P17813,Q14332_O75581,0
INHBC,DOK7_MUSK,P55103,NA_O15146,0
MFNG,P2RX7,O00587,Q99572,0
C1QTNF1,AMHR2_BMPR1B,Q9BXJ1,Q16671_O00238,0
CHAT_SLC18A3,CD5,COMPLEX:P28329_Q16572,P06127,0
KLK3,PDE1C,P07288,Q14123,0
TSHB,ITGA6,P01222,P23229,0
EPHA2,LINGO1,P29317,Q96FE5,0
INHBA_INHBB,TFRC,COMPLEX:P08476_P09529,P02786,0
GPC6,CD36,Q9Y625,P16671,0
CXCL5,FZD2_LRP6,P42830,Q14332_O75581,0
MYOC,ASIC3,Q99972,Q9UHC3,0
XCL2,NPBWR2,Q9UBD3,P48146,0
TGFB3,DAG1,P10600,Q14118,0
VCL,RAMP2,P18206,O60895,0
PODXL2,GABRA1_GABRB2_GABRD,Q9NZ53,NA_NA_NA,0
GLS_SLC1A2,PTPRM,COMPLEX:O94925_P43004,P28827,0
LGALS1,KDR,P09382,P35968,0
GAD1_SLC6A12,CD40,COMPLEX:P48065_Q99259,P25942,0
CGA_FSHB,TFRC,COMPLEX:P01215_P01225,P02786,0
F13A1,ACVRL1_BMPR2,P00488,P37023_Q13873,0
CHAD,ADCYAP1R1,O15335,P41586,0
CHRM1,CNR1,P11229,P21554,0
GDF6,KLRF2,Q6KF10,D3W0D1,0
ANGPT1,SDC2,Q15389,P34741,0
GLS_SLC17A6,GPR151,COMPLEX:O94925_Q9P2U8,Q8TDV0,0
CGA_TSHB,TLR4,COMPLEX:P01215_P01222,O00206,0
GLS_SLC17A6,CALCRL_RAMP2,COMPLEX:O94925_Q9P2U8,Q16602_O60895,0
VCAN,TLR7,P13611,Q9NYK1,0
ICAM2,FPR3,P13598,P25089,0
CD14,CD44,P08571,P16070,0
HMMR,SORCS3,O75330,Q9UPU3,0
LRRC4B,ACVR1C_ACVR2A,Q9NT99,Q8NER5_P27037,0
VCAM1,APOBR,P19320,Q0VD83,0
LRRC4,IL1RAP,Q9HBW1,Q9NPH3,0
PPY,RYK,P01298,P34925,0
NGFR,ITGAD,P08138,Q13349,0
BMP15,PHEX,O95972,P78562,0
IL22,CCRL2,Q9GZX6,O00421,0
F2,ITGAV_ITGB8,P00734,P06756_P26012,0
COL5A1,SORCS3,P20908,Q9UPU3,0
AMH,GP1BA_GP1BB,P03971,P07359_P13224,0
CALM1,CELA2A,P0DP23,P08217,0
MATN1,AGTR2,P21941,P50052,0
NTS,NR1H3,P30990,Q13133,0
AHSG,GFRA3,P02765,O60609,0
HLA-DOB,INSR,P13765,P06213,0
HMGB1,NTRK1,P09429,P04629,0
NRP1,L1CAM,O14786,P32004,0
ENPP1,ITGB1,P22413,P05556,0
L1CAM,COL13A1,P32004,Q5TAT6,0
NPFF,NRP1_PLXNA3,O15130,O14786_P51805,0
OSM,WNT9A,P13725,O14904,0
GIP,MTTP,P09681,P55157,0
CHAD,CCKBR,O15335,P32239,0
ALB,LDLR,P02768,P01130,0
APOB,CD8A_CD8B,P04114,P01732_P10966,0
GALP,MYLK2,Q9UBC7,Q9H1R3,0
COL1A2,TNFRSF10D,P08123,Q9UBN6,0
A2M,IGF1,P01023,P05019,0
COL5A3,INSR,P25940,P06213,0
TGFB3,ALK,P10600,Q9UM73,0
CD14,KLRC2_KLRD1,P08571,P26717_Q13241,0
TAFA5,GRIA4,Q7Z5A7,P48058,0
ARF4,RHBDL2,P18085,Q9NX52,0
EPHB1,BOC_PTCH1,P54762,Q9BWV1_Q13635,0
NID1,IL36RN,P14543,Q9UBH0,0
LGALS1,TNFRSF19,P09382,Q9NS68,0
HLA-DRB3,KCNA3,P79483,P22001,0
SLIT1,LRP2,O75093,P98164,0
GHRL,IL22_IL22RA1,Q9UBU3,Q9GZX6_Q8N6P7,0
IL27,PTGDR2,Q8NEV9,Q9Y5Y4,0
LPA,SV2A,P08519,Q7L0J3,0
PDGFB,TLR1,P01127,Q15399,0
GNAS,CELSR1,Q5JWF2,Q9NYQ6,0
PLXNB2,ADORA2A,O15031,P29274,0
RAET1L,GRM3,Q5VY80,Q14832,0
IFNL1,GPR39,Q8IU54,O43194,0
GLS2_SLC17A6,TLR9,COMPLEX:Q9P2U8_Q9UI32,Q9NR96,0
FGF4,GPR37,P08620,O15354,0
MMP12,GALR2_GPR151,P39900,O43603_Q8TDV0,0
HSP90B1,ACVR1C_ACVR2B_CRIPTO,P14625,Q8NER5_Q13705_P13385,0
CXCL6,MC1R,P80162,Q01726,0
GHRL,ACVR2A,Q9UBU3,P27037,0
ADAM15,GRIK1_GRIK4,Q13444,P39086_NA,0
KNG1,ITGB7,P01042,P26010,0
IL36RN,IL18BP,Q9UBH0,O95998,0
INHA_INHBA,AVPR2,COMPLEX:P05111_P08476,P30518,0
APCDD1,SIRPA,Q8J025,P78324,0
WNT16,CHRNA4_CHRNA6_CHRNB3,Q9UBV4,P43681_Q15825_Q05901,0
MFAP5,TYRO3,Q13361,Q06418,0
IL1A,NECTIN4,P01583,Q96NY8,0
C4BPA,TGFBR2,P04003,P37173,0
TNFSF10,ADCYAP1R1,P50591,P41586,0
AZGP1,HRAS,P25311,P01112,0
CXCL5,KCND1,P42830,Q9NSA2,0
FGF18,CXCR1,O76093,P25024,0
C1QB,CDON_PTCH1,P02746,Q4KMG0_Q13635,0
CCL4L1,EDNRB,Q8NHW4,P24530,0
NRXN1,AGR2,P58400,O95994,0
FGF20,PHEX,Q9NP95,P78562,0
APOE,GCGR,P02649,P47871,0
APOC4,CD44,P55056,P16070,0
DPEP2,KREMEN1,COMPLEX:Q9H4A9,Q96MU8,0
LRRC4B,FZD4_LRP5,Q9NT99,Q9ULV1_O75197,0
FGF16,GPR75,O43320,O95800,0
EDN2,RET,P20800,P07949,0
NID2,CHRM3,Q14112,P20309,0
F11,ITGAV_ITGB5,P03951,P06756_P18084,0
EPHB3,GLYCAM1,P54753,Q8IVK1,0
NPPA,DOK7_MUSK,P01160,NA_O15146,0
BST1,PLXND1,Q10588,Q9Y4D7,0
CDH15,LHCGR,P55291,P22888,0
MYOC,MET,Q99972,P08581,0
GAL,SLC2A2,P22466,P11168,0
F11R,HRH4,Q9Y624,Q9H3N8,0
HLA-DRB1,L1CAM,P01911,P32004,0
ARF1,LRP6,P84077,O75581,0
GAD2_SLC32A1,IL1RL1,COMPLEX:Q05329_Q9H598,Q01638,0
NID2,ADCY7,Q14112,P51828,0
LUM,NPSR1,P51884,Q6W5P4,0
IRAK4,ITGA4_ITGB1,Q9NWZ3,P13612_P05556,0
ADAM12,IL36A,O43184,Q9UHA7,0
KLB,APOBR,Q86Z14,Q0VD83,0
TLR9,JAML,Q9NR96,Q86YT9,0
CCN1,CANX,O00622,P27824,0
SHMT2_SLC6A5,PLXNA1,COMPLEX:P34897_Q9Y345,Q9UIW2,0
INSL3,FZD7_LRP5,P51460,O75084_O75197,0
CCL5,PTH1R,P13501,Q03431,0
AREG,CXCR3,P15514,P49682,0
CYP11A1,KREMEN2,COMPLEX:P05108,Q8NCW0,0
DHH,CNTN1,O43323,Q12860,0
PTHLH,GLP2R,P12272,O95838,0
PDGFA,HTR7,P04085,P34969,0
IL27,TNFRSF10C,Q8NEV9,O14798,0
CYP3A4,GJB2,COMPLEX:P08684,P29033,0
CDH6,PDGFRB,P55285,P09619,0
SULT1E1,NPR1,COMPLEX:P49888,P16066,0
ADCYAP1,LYVE1,P18509,Q9Y5Y7,0
PLXNB2,ACVR1B_ACVR2A,O15031,P36896_P27037,0
LAMB3,JAM2,Q13751,P57087,0
PYY,GRM1,P10082,Q13255,0
CGN,UNC5D,Q9P2M7,Q6UXZ4,0
IL12B_IL23A,CRLF2_IL7R,COMPLEX:P29460_Q9NPF7,Q9HC73_P16871,0
PF4V1,AVPR2,P10720,P30518,0
NGF,BOC,P01138,Q9BWV1,0
JAM2,PLGRKT,P57087,Q9HBL7,0
ITGAV_ITGB5,CALCR_RAMP2,COMPLEX:P06756_P18084,P30988_O60895,0
LAMA1,ADRB1,P25391,P08588,0
CAMP,HJV,P49913,Q6ZVN8,0
NT5E_SLC29A1,TGFB3,COMPLEX:P21589_Q99808,P10600,0
LRIG1,ERBB2_ERBB4,Q96JA1,P04626_Q15303,0
UTS2,CD226,O95399,Q15762,0
CDH6,MPZL1,P55285,O95297,0
BTC,CSF2RB,P35070,P32927,0
