ligand,receptor,source,target,label
ADM,SCARF1,P35318,Q14162,0
VCAN,CHRNB3,P13611,Q05901,0
CNTN4,GYPE,Q8IWV2,P15421,0
VTN,KREMEN2,P04004,Q8NCW0,0
IFNB1,NPY2R,P01574,P49146,0
DEFB1,CD247,P60022,P20963,0
CELA3B,KLRC2_KLRD1,P08861,P26717_Q13241,0
NTN1,TGFBR2,O95631,P37173,0
INHA_INHBA,HTR3B,COMPLEX:P05111_P08476,O95264,0
CTLA4,NTNG1,P16410,Q9Y2I2,0
GLS_SLC17A8,TRAF2,COMPLEX:O94925_Q8NDX2,Q12933,0
COL8A1,KCNQ1,P27658,P51787,0
CGA_CGB1,AGTR2,COMPLEX:A6NKQ9_P01215,P50052,0
PI16,TNFRSF10A,Q6UXB8,O00220,0
APOA2,ITGB2,P02652,P05107,0
TPH1,NLGN2,P17752,Q8NFZ4,0
EFNB2,FAS,P52799,P25445,0
FSHB,FZD3_LRP6,P01225,Q9NPG1_O75581,0
CXCL8,GFRA2_RET,P10145,O00451_P07949,0
SLC6A4_TPH2,ADRB3,COMPLEX:P31645_Q8IWU9,P13945,0
IFNA14,APOBR,P01570,Q0VD83,0
NT5E_SLC29A3,UNC5D,COMPLEX:P21589_Q9BZD2,Q6UXZ4,0
RGMB,ADRB1,Q6NW40,P08588,0
F11,PDE1C,P03951,Q14123,0
MBL2,CD8A_CD8B,P11226,P01732_P10966,0
ALB,OLR1,P02768,P78380,0
CLEC2A,ANXA1,Q6UVW9,P04083,0
CELA3B,TREM2_TYROBP,P08861,Q9NZC2_O43914,0
COL16A1,PTPRM,Q07092,P28827,0
CGA_CGB1,SDC2,COMPLEX:A6NKQ9_P01215,P34741,0
PECAM1,GHR,P16284,P10912,0
TNFSF11,RXFP1,O14788,Q9HBX9,0
INHBE,AGTR1,P58166,P30556,0
SERPING1,EPHA8,P05155,P29322,0
CXCL5,ITGA11_ITGB1,P42830,Q9UKX5_P05556,0
ADAM12,LILRB1,O43184,Q8NHL6,0
PRLH,B2M_FCGRT,P81277,P61769_NA,0
MPZL1,HSPA5,O95297,P11021,0
VEGFA,GHSR,P15692,Q92847,0
GLS2_SLC17A8,DRD3,COMPLEX:Q8NDX2_Q9UI32,P35462,0
NGF,OXER1,P01138,Q8TDS5,0
SLIT3,LRRC4,O75094,Q9HBW1,0
CALCA,SORL1,P06881,Q92673,0
IL26,ITGA6_ITGB4,Q9NPH9,P23229_P16144,0
COL4A4,FGFR1,P53420,P11362,0
CYP3A4,ITGA1,COMPLEX:P08684,P56199,0
INHBB,IL1RAP_IL1RL2,P09529,Q9NPH3_Q9HB29,0
ADIPOQ,ITGA5_ITGB1,Q15848,P08648_P05556,0
GDF5,KIR2DL3,P43026,P43628,0
FRZB,CSF2RA_CSF2RB,Q92765,P15509_P32927,0
SPTAN1,CD72,Q13813,P21854,0
PLTP,VCAM1,P55058,P19320,0
LAMB3,NOTCH2,Q13751,Q04721,0
MIF,CCR1,P14174,P32246,0
ICAM3,TGFBR2,P32942,P37173,0
PGF,PDE1C,P49763,Q14123,0
HSPG2,SMAD3,P98160,P84022,0
SELP,MC4R,P16109,P32245,0
OXT,GPR17,P01178,Q13304,0
SEMA3C,A0A0C4DG17,Q99985,A0A0C4DG17,0
ALDH1A3,INHA_INHBB,COMPLEX:P47895,P05111_P09529,0
CLEC4M,CTLA4,Q9H2X3,P16410,0
FCN2,ITGAV_ITGB3,Q15485,P06756_P05106,0
EFNB1,GRIK2,P98172,Q13002,0
INHBA_INHBB,GPER1,COMPLEX:P08476_P09529,Q99527,0
FGF7,ATP1A3,P21781,P13637,0
TAFA5,CHRNA4_CHRNA6_CHRNB3,Q7Z5A7,P43681_Q15825_Q05901,0
DKK1,ITGA5_ITGB1,O94907,P08648_P05556,0
NOTCH4,JAML,Q99466,Q86YT9,0
FIRRM,CSF3R,Q9NSG2,Q99062,0
WNT3A,PTDSS1,P56704,P48651,0
KLK3,ERBB3,P07288,P21860,0
GLS2_SLC1A3,IGF2,COMPLEX:P43003_Q9UI32,P01344,0
BST2,TYRO3,Q10589,Q06418,0
LCK,ALOX5,P06239,P09917,0
LGALS3,GFRA1_RET,P17931,P56159_P07949,0
ADAM11,ERAP1,O75078,Q9NZ08,0
DLK1,EPGN,P80370,Q6UW88,0
TLN1,MTNR1A,Q9Y490,P48039,0
FLRT1,CXCR6,Q9NZU1,O00574,0
GLS2_SLC17A6,INHBA_INHBB,COMPLEX:Q9P2U8_Q9UI32,P08476_P09529,0
INHBA_INHBB,CD28,COMPLEX:P08476_P09529,P10747,0
FGB,SMAD3,P02675,P84022,0
NTN1,FZD1_LRP6,O95631,Q9UP38_O75581,0
LY86,MST1R,O95711,Q04912,0
FCN2,BMP4,Q15485,P12644,0
EDN3,CD46,P14138,P15529,0
PI3,TLR2,P19957,O60603,0
NTN4,KLRF2,Q9HB63,D3W0D1,0
AANAT,GPC2,Q16613,Q8N158,0
FSHB,LRP11,P01225,Q86VZ4,0
CORT,ADGRG6,O00230,Q86SQ4,0
IL31,CD69,Q6EBC2,Q07108,0
COL4A2,MMP24,P08572,Q9Y5R2,0
SFTPD,ACVRL1_BMPR2,P35247,P37023_Q13873,0
WNT16,IGF2R,Q9UBV4,P11717,0
NPS,FZD5_LRP5,P0C0P6,Q13467_O75197,0
NTN4,ALK,Q9HB63,Q9UM73,0
DAGLB,HTR1A,COMPLEX:Q8NCG7,P08908,0
MAPK1,PTH2R,P28482,P49190,0
CXCL8,HMMR,P10145,O75330,0
C4BPA,PLA2R1,P04003,Q13018,0
GLS2_SLC1A1,TMPRSS6,COMPLEX:P43005_Q9UI32,Q8IU80,0
LAMA1,ROBO1,P25391,Q9Y6N7,0
PLXNA1,IL20RB,Q9UIW2,Q6UXL0,0
TNFSF15,MLNR,O95150,O43193,0
TLN1,TNFRSF13C,Q9Y490,Q96RJ3,0
CD28,CRABP2_RARB_RXRB,P10747,NA_NA_NA,0
SFRP2,GRIK3_GRIK5,Q96HF1,Q13003_NA,0
CORT,ADGRB2,O00230,O60241,0
MST1,TGFBR1,P26927,P36897,0
CDON,TGFBR3,Q4KMG0,Q03167,0
NTS,MCAM,P30990,P43121,0
SEMA7A,NRP1,O75326,O14786,0
LRFN4,NR3C2,Q6PJG9,P08235,0
SPINT1,LPAR3,O43278,Q9UBY5,0
NPW,SDC2,Q8N729,P34741,0
MDK,CFTR,P21741,P13569,0
PLTP,GPR182,P55058,O15218,0
DPEP3,IL27RA_IL6ST,COMPLEX:Q9H4B8,Q6UWB1_P40189,0
JAM3,FZD2_LRP5,Q9BX67,Q14332_O75197,0
A0A0C4DG17,PHEX,A0A0C4DG17,P78562,0
SPINK1,ITGA11,P00995,Q9UKX5,0
MMP1,SELP,P03956,P16109,0
CGA_TSHB,BMPR1B,COMPLEX:P01215_P01222,O00238,0
FST,CD8A,P19883,P01732,0
BOC,DRD2,Q9BWV1,P14416,0
CHAT,ADORA2B,COMPLEX:P28329,P29275,0
EPHA4,CD177,P54764,Q8N6Q3,0
SEMA5A,QRFPR,Q13591,Q96P65,0
RSPO3,GRIK1_GRIK5,Q9BXY4,P39086_NA,0
INHBE,CD8A_CD8B,P58166,P01732_P10966,0
COL6A1,FLT1_KDR,P12109,P17948_P35968,0
HLA-DRB4,HLA-F,P13762,P30511,0
MMP7,INSR,P09237,P06213,0
SFRP1,ADRA1D,Q8N474,P25100,0
TCN2,GPR162,P20062,Q16538,0
SEMA4F,ITGAE,O95754,P38570,0
C1QL1,IFITM2,O75973,Q01629,0
HSD17B3,GABRA2_GABRB3_GABRG2,COMPLEX:P37058,NA_NA_NA,0
IGF1,CD226,P05019,Q15762,0
EPHA8,ERBB2_ERBB4,P29322,P04626_Q15303,0
PIP,NTNG1,P12273,Q9Y2I2,0
SEMA6D,PTPRU,Q8NFY4,Q92729,0
SLPI,SIRPB1,P03973,Q5TFQ8,0
CBR1,HTR1A,COMPLEX:P16152,P08908,0
SEMA6D,INHBA,Q8NFY4,P08476,0
ENG,PLPP6,P17813,Q8IY26,0
TENM1,SLC18A2,Q9UKZ4,Q05940,0
LAMC3,IL10RB_IL22RA1,Q9Y6N6,Q08334_Q8N6P7,0
IL21,EFNB1,Q9HBE4,P98172,0
PTPRB,ADIPOR2,P23467,Q86V24,0
CCL4,GPC1,P13236,P35052,0
BMP8A,DOK7_MUSK,Q7Z5Y6,NA_O15146,0
HSD3B1,PTGFR,COMPLEX:P14060,P43088,0
CCN2,WNT10B,P29279,O00744,0
TGFA,PTPRU,P01135,Q92729,0
ASIP,EPHB1,P42127,P54762,0
IL17F,SDC4,Q96PD4,P31431,0
GHRH,CD3D,P01286,P04234,0
PYY,RXRA,P10082,P19793,0
LTBP1,IGF1,Q14766,P05019,0
HPR,IL21R_IL2RG,P00739,Q9HBE5_P31785,0
HSPA1A,CHRM1,P0DMV8,P11229,0
PKM,CHRNA2_CHRNB3,P14618,Q15822_Q05901,0
FMOD,CD40,Q06828,P25942,0
NPW,CD226,Q8N729,Q15762,0
LGALS3,IL15_IL15RA_IL2RB_IL2RG,P17931,P40933_Q13261_P14784_P31785,0
NMB,NRXN2,P08949,P58401,0
TGFA,SDC1,P01135,P18827,0
ZNRF3,HJV,Q9ULT6,Q6ZVN8,0
PDGFD,FZD2_LRP6,Q9GZP0,Q14332_O75581,0
GLS_SLC17A7,ABCA1,COMPLEX:O94925_Q9P2U7,O95477,0
CNTN1,LILRB2,Q12860,Q8N423,0
SLIT1,TFRC,O75093,P02786,0
APLP2,FZD7_LRP5,Q06481,O75084_O75197,0
FGF12,FZD6_LRP5,P61328,O60353_O75197,0
NDP,IL6R,Q00604,P08887,0
HHIPL2,IGF1R,Q6UWX4,P08069,0
SLC18A2_TPH1,NPY1R,COMPLEX:P17752_Q05940,P25929,0
PROC,FLT4,P04070,P35916,0
HPX,ACVR1B,P02790,P36896,0
ICAM4,GALR1_GPR151,Q14773,P47211_Q8TDV0,0
ICAM3,HTR1B,P32942,P28222,0
FGF8,NRP2,P55075,O60462,0
CHAT_SLC5A7,ITGB5,COMPLEX:P28329_Q9GZV3,P18084,0
COL9A1,CHRM3,P20849,P20309,0
ICOS,HLA-A,Q9Y6W8,P04439,0
PTDSS1,GRIN1_GRIN2C,P48651,NA_Q14957,0
COL6A2,GRIK1,P12110,P39086,0
ITGAL_ITGB2,CCR7,COMPLEX:P05107_P20701,P32248,0
SERPINA1,TNFRSF25,P01009,Q93038,0
IL12A,GPR182,P29459,O15218,0
NRP2,LSR,O60462,Q86X29,0
LTBP1,TLR1,Q14766,Q15399,0
VWF,SDC2,P04275,P34741,0
CCL13,GPR84,Q99616,Q9NQS5,0
CALM1,UNC5B,P0DP23,Q8IZJ1,0
PTPRF,MC3R,P10586,P41968,0
BMP6,ITGAV_ITGB1,P22004,P06756_P05556,0
F7,NRP1_PLXNA1,P08709,O14786_Q9UIW2,0
TNFSF9,TMPRSS6,P41273,Q8IU80,0
TNFRSF11B,ESAM,O00300,Q96AP7,0
RIMS2,MFRP,Q9UQ26,Q9BY79,0
LTB,ATP1A3,Q06643,P13637,0
MICB,HRAS,Q29980,P01112,0
WNT1,CLEC2B,P04628,Q92478,0
INSL5,IL10RB,Q9Y5Q6,Q08334,0
GAD1_SLC6A11,GRIA1,COMPLEX:P48066_Q99259,P42261,0
AANAT,MTTP,Q16613,P55157,0
FCN2,FLT4_KDR,Q15485,P35916_P35968,0
GLS_SLC17A7,TNFRSF19,COMPLEX:O94925_Q9P2U7,Q9NS68,0
PTMA,EDA2R,P06454,Q9HAV5,0
ADCYAP1,ITGA2,P18509,P17301,0
MMP2,ITGB8,P08253,P26012,0
TBC1D24,CD4,Q9ULP9,P01730,0
MT-RNR2,ITGA10_ITGB1,Q8IVG9,O75578_P05556,0
PF4,IGFL3,P02776,Q6UXB1,0
C4A,ADRA1D,P0C0L4,P25100,0
RLN3,GPR75,Q8WXF3,O95800,0
OCLN,PARD3,Q16625,Q8TEW0,0
PRSS2,PTPRS,P07478,Q13332,0
FGF10,MADCAM1,O15520,Q13477,0
NRTN,ITGAD,Q99748,Q13349,0
ADM2,IL2RA_IL2RB_IL2RG,Q7Z4H4,P01589_P14784_P31785,0
BCAN,CHRNA3_CHRNA5_CHRNB2,Q96GW7,P32297_P30532_P17787,0
GAD1_SLC6A6,SSTR1,COMPLEX:P31641_Q99259,P30872,0
REN,FZD1_LRP6,P00797,Q9UP38_O75581,0
HLA-DQA2,WNT10A,P01906,Q9GZT5,0
CXCL16,GRIK2,Q9H2A7,Q13002,0
ZP3,FGFRL1,P21754,Q8N441,0
CALM3,GRIA2,P0DP25,P42262,0
CD86,EFNB1,P42081,P98172,0
FGF21,SELP,Q9NSA1,P16109,0
SERPINA1,CHRM3,P01009,P20309,0
C1QTNF5,KDR,Q9BXJ0,P35968,0
CHAT,ACVR1C_ACVR2B_CRIPTO,COMPLEX:P28329,Q8NER5_Q13705_P13385,0
SELP,CADM3,P16109,Q8N126,0
TIMP2,TLR4,P16035,O00206,0
SEMA6A,EGFR_ERBB2,Q9H2E6,P00533_P04626,0
RPS27A,IFITM2,P62979,Q01629,0
EFNA1,SEMA4F,P20827,O95754,0
PECAM1,F11R,P16284,Q9Y624,0
HLA-DRB4,HTR1E,P13762,P28566,0
LTF,IFNLR1,P02788,Q8IU57,0
SCARB1,WNT2B,Q8WTV0,Q93097,0
NRXN3,KLRG1,Q9Y4C0,Q96E93,0
BMP4,AMHR2,P12644,Q16671,0
IGFL1,ALK,Q6UW32,Q9UM73,0
TAFA5,TNFRSF1B,Q7Z5A7,P20333,0
TSLP,NPR2,Q969D9,P20594,0
A2M,FZD7,P01023,O75084,0
DUSP18,LRP4,Q8NEJ0,O75096,0
CCL21,NODAL,O00585,Q96S42,0
GREM1,CRABP2_RARA,O60565,NA_NA,0
SIRPG,NOTCH3,Q9P1W8,Q9UM47,0
HMGB1,WNT7A,P09429,O00755,0
WNT1,ACVR1B_ACVR2B_CFC1,P04628,P36896_Q13705_P0CG37,0
TIE1,GRIN2D,P35590,O15399,0
CCL5,NMUR1,P13501,Q9HB89,0
CD48,FZD2_LRP5,P09326,Q14332_O75197,0
GLS2_SLC1A7,SDC1,COMPLEX:O00341_Q9UI32,P18827,0
LGALS9,CRABP2_RXRG,O00182,NA_NA,0
PDLIM3,FLT4,Q53GG5,P35916,0
NT5E_SLC29A1,MADCAM1,COMPLEX:P21589_Q99808,Q13477,0
GLS_SLC1A2,KLRC2_KLRD1,COMPLEX:O94925_P43004,P26717_Q13241,0
TIMP1,HCRTR1,P01033,O43613,0
MADCAM1,RHAG,Q13477,Q02094,0
FGF12,VIPR1,P61328,P32241,0
ADAM10,GPR135,O14672,Q8IZ08,0
LCN2,NPY6R,P80188,Q99463,0
ADM2,NR3C1,Q7Z4H4,P04150,0
SERPINF1,ROBO3,P36955,Q96MS0,0
F2,WNT8B,P00734,Q93098,0
HLA-DMA,AGTR1,P28067,P30556,0
IFNA7,CHRNA10,P01567,Q9GZZ6,0
PROK1,GFRA1,P58294,P56159,0
TBC1D24,ACVR1B_ACVR2A_CRIPTO,Q9ULP9,P36896_P27037_P13385,0
BMP5,LILRB1,P22003,Q8NHL6,0
ICAM2,CFTR,P13598,P13569,0
CCL5,C5AR1,P13501,P21730,0
SIGLEC15,IL10RA_IL10RB,Q6ZMC9,Q13651_Q08334,0
PLXNB1,NOTCH2,O43157,Q04721,0
COL4A5,ALK,P29400,Q9UM73,0
FLRT1,SLC16A2,Q9NZU1,P36021,0
PTHLH,CD244,P12272,Q9BZW8,0
CNTN4,CDH19,Q8IWV2,Q9H159,0
LRPAP1,MMP24,P30533,Q9Y5R2,0
NLGN2,ITGAV_ITGB3,Q8NFZ4,P06756_P05106,0
COL6A3,MC4R,P12111,P32245,0
NPS,IL1B_IL1R1_IL1RAP,P0C0P6,P01584_P14778_Q9NPH3,0
ANXA1,FLT4_KDR,P04083,P35916_P35968,0
ITGAX_ITGB2,LGR4,COMPLEX:P05107_P20702,Q9BXB1,0
TENM1,EFNB3,Q9UKZ4,Q15768,0
THBS2,NPR1,P35442,P16066,0
APELA,CDON,P0DMC3,Q4KMG0,0
GAST,SEMA6D,P01350,Q8NFY4,0
SEMA3G,CNTFR_IL6ST_LIFR,Q9NS98,P26992_P40189_P42702,0
THPO,PTCH2_SMO,P40225,Q9Y6C5_Q99835,0
NOTCH2,PRLR,Q04721,P16471,0
ADM2,GPR39,Q7Z4H4,O43194,0
SLURP2,LRP1,P0DP57,Q07954,0
CRIPTO,ADORA1,P13385,P30542,0
CHRM1,FZD3,P11229,Q9NPG1,0
IL33,AR,O95760,P10275,0
DPEP3,SELPLG,COMPLEX:Q9H4B8,Q14242,0
FRAS1_FREM1_NPNT,ACVR1B_ACVR2B_CFC1,COMPLEX:Q5H8C1_Q6UXI9_Q86XX4,P36896_Q13705_P0CG37,0
KRTAP4-12,EGF,Q9BQ66,P01133,0
GLS2_SLC1A3,MC2R,COMPLEX:P43003_Q9UI32,Q01718,0
COL11A1,LMBR1L,P12107,Q6UX01,0
SPON2,CD247,Q9BUD6,P20963,0
SEMA5A,DOK7_MUSK,Q13591,NA_O15146,0
WNT2,C9J2B6,P09544,C9J2B6,0
CXCL12,GRIA1,P48061,P42261,0
DMP1,CNTNAP1,Q13316,P78357,0
AREG,GABRA1_GABRB2_GABRG2,P15514,NA_NA_NA,0
COL16A1,EPHA7,Q07092,Q15375,0
CRIPTO,IL13RA1_IL4R,P13385,P78552_P24394,0
KNG1,PARD3,P01042,Q8TEW0,0
PLTP,SELL,P55058,P14151,0
ASMT,MARCO,COMPLEX:P46597,Q9UEW3,0
GZMA,IL12RB2_IL6ST,P12544,Q99665_P40189,0
F2,KLRC3_KLRD1,P00734,NA_Q13241,0
FGF8,CD151,P55075,P48509,0
FGF18,HTR5A,O76093,P47898,0
BMP4,MTNR1A,P12644,P48039,0
ICAM2,CD44,P13598,P16070,0
CD55,ACVR1C,P08174,Q8NER5,0
NTNG2,CHRNG,Q96CW9,P07510,0
HBEGF,IL1RAPL1,Q99075,Q9NZN1,0
B2M,ADGRG6,P61769,Q86SQ4,0
ICAM5,PLXNA4,Q9UMF0,Q9HCM2,0
PLG,CD9,P00747,P21926,0
SERPINC1,CLEC4M,P01008,Q9H2X3,0
WNT9A,GDF1,O14904,P27539,0
EPHA7,EFNB3,Q15375,Q15768,0
CCL23,GP1BA_GP1BB_GP5_GP9,P55773,P07359_P13224_NA_P14770,0
AMELY,GRIK3_GRIK5,Q99218,Q13003_NA,0
P4HB,AQP6,P07237,Q13520,0
EDN3,RAMP3,P14138,O60896,0
SELPLG,ITGAX,Q14242,P20702,0
IL1B,CCKBR,P01584,P32239,0
CNTNAP1,DRD2,P78357,P14416,0
CHAT_SLC18A3,GRIA2,COMPLEX:P28329_Q16572,P42262,0
UCN,SMAD3,P55089,P84022,0
EFNB3,NODAL,Q15768,Q96S42,0
COL9A1,ALK,P20849,Q9UM73,0
SORBS1,FZD5_LRP5,Q9BX66,Q13467_O75197,0
TCTN1,CD177,Q2MV58,Q8N6Q3,0
SLITRK2,SELL,Q9H156,P14151,0
MBL2,CRLF2,P11226,Q9HC73,0
MFAP2,GRIK1,P55001,P39086,0
AGRN,FZD8_RYK,O00468,Q9H461_P34925,0
ANKRD13C-DT,ITGA2,Q9XRX5,P17301,0
CHAT_SLC10A4,GABRA2_GABRB3_GABRG2,COMPLEX:P28329_Q96EP9,NA_NA_NA,0
HLA-G,LPAR3,P17693,Q9UBY5,0
JAG1,CD3D,P78504,P04234,0
DBH_SLC18A1,ITGA11,COMPLEX:P09172_P54219,Q9UKX5,0
IFNL2,CYSLTR1,Q8IZJ0,Q9Y271,0
CPAMD8,PDGFRB,Q8IZJ3,P09619,0
CSHL1,PTPRF,Q14406,P10586,0
AGT,GP1BB,P01019,P13224,0
SEMA3A,DCHS1,Q14563,Q96JQ0,0
LAMA3,GRM4,Q16787,Q14833,0
F8WCM8,IL18R1_IL18RAP,F8WCM8,Q13478_O95256,0
RLN3,KCNN4,Q8WXF3,O15554,0
EBI3_IL27,SELE,COMPLEX:Q14213_Q8NEV9,P16581,0
WNT5B,A0A0A0MR89,Q9H1J7,A0A0A0MR89,0
SFRP2,NPR2,Q96HF1,P20594,0
PTPRM,GP9,P28827,P14770,0
QDPR,HTR2B,P09417,P41595,0
NT5E_SLC29A4,CHRNB4,COMPLEX:P21589_Q7RTT9,P30926,0
CYP11B1,IL4R,COMPLEX:P15538,P24394,0
SOSTDC1,IGFL3,Q6X4U4,Q6UXB1,0
CHAT_SLC18A3,GRM4,COMPLEX:P28329_Q16572,Q14833,0
ACTR2,CR1,P61160,P17927,0
BMP4,P2RY12,P12644,Q9H244,0
ZNRF3,FGFR3,Q9ULT6,P22607,0
CXCL9,GALR3_GPR151,Q07325,O60755_Q8TDV0,0
CRIPTO,IFNA2_IFNAR1_IFNAR2,P13385,P01563_P17181_P48551,0
GRP,RORA,P07492,P35398,0
EDIL3,SCARF1,O43854,Q14162,0
GLS_SLC1A1,FGFR3,COMPLEX:O94925_P43005,P22607,0
CD209,IL22RA2,Q9NNX6,Q969J5,0
ANXA1,GRIK1_GRIK5,P04083,P39086_NA,0
CD226,PTGER3,Q15762,P43115,0
ADGRE5,ITGA7,P48960,Q13683,0
SLITRK1,KIR3DL1,Q96PX8,P43629,0
CD209,IGF1,Q9NNX6,P05019,0
FGF20,PDE1C,Q9NP95,Q14123,0
HRAS,MET,P01112,P08581,0
ICAM1,CHRM5,P05362,P08912,0
PTN,FGFRL1,P21246,Q8N441,0
RTN4,EPHA2,Q9NQC3,P29317,0
UBB,ITGA3_ITGB1,P0CG47,P26006_P05556,0
GLS_SLC17A6,ACVR1_BMPR2,COMPLEX:O94925_Q9P2U8,Q04771_Q13873,0
CXCL16,LGR5,Q9H2A7,O75473,0
ANOS1,IL11RA_IL6ST,P23352,Q14626_P40189,0
CALM2,GRM8,P0DP24,O00222,0
HLA-G,ACVR1C_ACVR2B_CFC1,P17693,Q8NER5_Q13705_P0CG37,0
EDA,KCND2,Q92838,Q9NZV8,0
A0A0A0MR89,GP1BA_GP1BB,A0A0A0MR89,P07359_P13224,0
COL5A1,CDH5,P20908,P33151,0
KRTAP4-12,RTN4RL1,Q9BQ66,Q86UN2,0
IFNW1,TGFBR3,P05000,Q03167,0
GLS_SLC1A2,ADCY8,COMPLEX:O94925_P43004,P40145,0
TGS1,CDH7,Q96RS0,Q9ULB5,0
CHAT_SLC5A7,ERBB2,COMPLEX:P28329_Q9GZV3,P04626,0
F7,BMP6,P08709,P22004,0
RNASE2,BMP7,P10153,P18075,0
EGF,PTGDR2,P01133,Q9Y5Y4,0
CCL5,AGTR1,P13501,P30556,0
SLC18A1_TPH1,CALCRL,COMPLEX:P17752_P54219,Q16602,0
IGFBP5,FZD3_LRP6,P24593,Q9NPG1_O75581,0
P4HB,CRABP2_RARG_RXRG,P07237,NA_NA_NA,0
JAG1,ACKR2,P78504,O00590,0
BMP6,ITGAM_ITGB2,P22004,P11215_P05107,0
FN1,SSTR3,P02751,P32745,0
HLA-DPB1,KCNQ5,P04440,Q9NR82,0
SIRPG,AVPR1B,Q9P1W8,P47901,0
EPHA7,IFNAR1,Q15375,P17181,0
BMP8A,EPHB2,Q7Z5Y6,P29323,0
PROS1,NGFR,P07225,P08138,0
SPTAN1,WNT1,Q13813,P04628,0
FGF6,SORL1,P10767,Q92673,0
C1QL2,GRIA1,Q7Z5L3,P42261,0
SPON2,IL2RG,Q9BUD6,P31785,0
OSTN,ITGAM,P61366,P11215,0
PCSK9,MCAM,Q8NBP7,P43121,0
CCL11,HTR3C,P51671,Q8WXA8,0
EDN3,IL2RA_IL2RB_IL2RG,P14138,P01589_P14784_P31785,0
LCN1,NEO1,P31025,Q92859,0
MMP2,CCR6,P08253,P51684,0
SLC18A2_TPH1,GALR1,COMPLEX:P17752_Q05940,P47211,0
INS,FZD4,P01308,Q9ULV1,0
INSL5,ACVR1B_ACVR2B,Q9Y5Q6,P36896_Q13705,0
NCAN,ATP6AP2,O14594,O75787,0
LIPH,IL11RA_IL6ST,Q8WWY8,Q14626_P40189,0
F8WCM8,MTNR1A,F8WCM8,P48039,0
CRH,KLRC2_KLRD1,P06850,P26717_Q13241,0
HLA-DQA1,GHRL,P01909,Q9UBU3,0
TYROBP,CRABP2_RARA_RXRA,O43914,NA_NA_P19793,0
TNF,IL6ST_LIFR,P01375,P40189_P42702,0
UBB,INHBC,P0CG47,P55103,0
PTN,LRP5,P21246,O75197,0
OSTN,GNAI2,P61366,P04899,0
COL2A1,ADRA2B,P02458,P18089,0
FGF11,CD70,Q92914,P32970,0
MADCAM1,HTR4,Q13477,Q13639,0
CCL14,ADGRL4,Q16627,Q9HBW9,0
ADIPOQ,MMP24,Q15848,Q9Y5R2,0
MMP1,CDH3,P03956,P22223,0
PDGFC,LGR4,Q9NRA1,Q9BXB1,0
SEMA4F,KCNQ1,O95754,P51787,0
NCAN,ACKR4,O14594,Q9NPB9,0
PSEN1,ADIPOR1_ADIPOR2,P49768,Q96A54_Q86V24,0
TAFA4,CALCR_RAMP1,Q96LR4,P30988_O60894,0
PAPLN,ITGAV,O95428,P06756,0
SEMA6A,S1PR2,Q9H2E6,O95136,0
BCAN,ABCA1,Q96GW7,O95477,0
MAPK1,IL13RA2,P28482,Q14627,0
PLAU,WNT2B,P00749,Q93097,0
TNF,IL18RAP,P01375,O95256,0
PLXNA4,NPY2R,Q9HCM2,P49146,0
EDIL3,NODAL,O43854,Q96S42,0
KRTAP4-12,PDGFA,Q9BQ66,P04085,0
IGFL3,LIN7C,Q6UXB1,Q9NUP9,0
SEMA3G,TNFRSF25,Q9NS98,Q93038,0
GAD1_SLC6A6,TACR1,COMPLEX:P31641_Q99259,P25103,0
UBASH3B,CDH19,COMPLEX:Q8TF42,Q9H159,0
AKR1C3,CMKLR2,COMPLEX:P42330,P46091,0
PRND,EPHA4,Q9UKY0,P54764,0
H3BSR6,BEX3,H3BSR6,Q00994,0
SEMA7A,HSPA5,O75326,P11021,0
SERPING1,CCR10,P05155,P46092,0
CELA3B,EGFR_ERBB2,P08861,P00533_P04626,0
ACTR2,IL12RB1,P61160,P42701,0
TNF,CATSPER1_CATSPERB,P01375,Q8NEC5_NA,0
LINGO1,HCST_KLRK1,Q96FE5,NA_P26718,0
DPEP2,GPC5,COMPLEX:Q9H4A9,P78333,0
TAC3,OR1G1,Q9UHF0,P47890,0
PROK2,PDGFRA_PDGFRB,Q9HC23,P16234_P09619,0
PDGFB,RXFP3,P01127,Q9NSD7,0
HBEGF,TNFRSF1A,Q99075,P19438,0
NID1,GPR20,P14543,Q99678,0
KRTAP4-12,SELP,Q9BQ66,P16109,0
RSPO3,IL17RA,Q9BXY4,Q96F46,0
HLA-B,CD4,P01889,P01730,0
SEMA3D,GFRA1,O95025,P56159,0
ADAM2,CD80,Q99965,P33681,0
FIRRM,SSTR2,Q9NSG2,P30874,0
MFNG,TNFRSF13C,O00587,Q96RJ3,0
ZG16B,ROR2,Q96DA0,Q01974,0
WNT7B,COL13A1,P56706,Q5TAT6,0
LAMC3,KDR_PLXNA1,Q9Y6N6,P35968_Q9UIW2,0
SCT,FLT1_KDR,P09683,P17948_P35968,0
AMH,LPAR2,P03971,Q9HBW0,0
CHRD,CCR6,Q9H2X0,P51684,0
TNXB,GP1BA_GP1BB,P22105,P07359_P13224,0
LAMA2,PLXNB1,P24043,O43157,0
PTPRM,NEO1,P28827,Q92859,0
C1QTNF5,CD2,Q9BXJ0,P06729,0
GLS_SLC1A3,ATP1A3,COMPLEX:O94925_P43003,P13637,0
NTN1,GFRA1_RET,O95631,P56159_P07949,0
CD86,FZD7_LRP6,P42081,O75084_O75581,0
IL3,GFRA2,P08700,O00451,0
CD28,PPARA,P10747,Q07869,0
